"participant","group","question","foodCat","response","latency","accuracy","Kcal_total"
124,"DE","calories","hiCal",NA,2841,50,400
124,"DE","health","hiCal",1,751,NA,466.5
124,"DE","health","hiCal",3,2536,NA,347.5
124,"DE","health","hiCal",2,1343,NA,3024
124,"DE","health","hiCal",2,650,NA,2570.4
124,"DE","health","hiCal",2,433,NA,2872
124,"DE","health","hiCal",1,1283,NA,649
124,"DE","health","hiCal",1,1253,NA,3328
124,"DE","health","hiCal",2,769,NA,909.975
124,"DE","health","hiCal",2,749,NA,314.4
124,"DE","health","hiCal",2,509,NA,243.75
124,"DE","health","hiCal",1,805,NA,346
124,"DE","health","hiCal",2,1958,NA,984
124,"DE","health","hiCal",3,3224,NA,545
124,"DE","health","loCal",6,2085,NA,32
124,"DE","health","loCal",6,482,NA,64.5
124,"DE","health","loCal",6,579,NA,94
124,"DE","health","loCal",6,1030,NA,9.3
124,"DE","health","loCal",6,1030,NA,24.6
124,"DE","health","loCal",6,1211,NA,85
124,"DE","health","loCal",5,1087,NA,74.4
124,"DE","health","loCal",6,1341,NA,288
124,"DE","health","loCal",6,1022,NA,33
124,"DE","health","loCal",6,487,NA,37.8
124,"DE","health","loCal",5,2151,NA,128
124,"DE","health","loCal",6,567,NA,542.5
124,"DE","health","hiCal",2,626,NA,428
124,"DE","health","hiCal",2,1089,NA,198.9
124,"DE","health","hiCal",5,2777,NA,300.256
124,"DE","health","loCal",6,827,NA,104
124,"DE","health","hiCal",4,894,NA,320.58
124,"DE","health","loCal",6,1472,NA,165
124,"DE","health","hiCal",4,2468,NA,11830
124,"DE","health","loCal",5,1599,NA,28.4
124,"DE","health","loCal",6,460,NA,36
124,"DE","health","loCal",6,921,NA,12
124,"DE","health","loCal",6,1248,NA,109.2
124,"DE","health","loCal",6,1658,NA,34
124,"DE","health","loCal",6,759,NA,13.6
124,"DE","health","hiCal",2,1321,NA,1192.626
124,"DE","health","hiCal",2,702,NA,400
125,"DE","calories","hiCal",NA,9066,-266.5,466.5
125,"DE","calories","hiCal",NA,9443,-97.5,347.5
125,"DE","calories","hiCal",NA,4549,-2724,3024
125,"DE","calories","hiCal",NA,6940,-474,649
125,"DE","calories","hiCal",NA,5520,140.025,909.975
125,"DE","calories","hiCal",NA,5916,6.25,243.75
125,"DE","calories","hiCal",NA,3405,-146,346
125,"DE","calories","loCal",NA,4785,-14,94
125,"DE","calories","loCal",NA,4992,40.7,9.3
125,"DE","calories","loCal",NA,8076,-60,85
125,"DE","calories","loCal",NA,4722,0.6,74.4
125,"DE","calories","loCal",NA,3977,12,33
125,"DE","calories","loCal",NA,10054,-17.8,37.8
125,"DE","calories","loCal",NA,2372,-8,128
125,"DE","calories","loCal",NA,3784,-422.5,542.5
125,"DE","calories","hiCal",NA,6987,449.744,300.256
125,"DE","calories","loCal",NA,4879,-4,104
125,"DE","calories","loCal",NA,4677,26,34
125,"DE","calories","hiCal",NA,5058,-642.626,1192.626
125,"DE","calories","hiCal",NA,3579,-200,400
125,"DE","health","hiCal",2,2657,NA,466.5
125,"DE","health","hiCal",4,3211,NA,347.5
125,"DE","health","hiCal",2,1287,NA,3024
125,"DE","health","hiCal",1,1236,NA,2570.4
125,"DE","health","hiCal",1,1340,NA,2872
125,"DE","health","hiCal",2,971,NA,649
125,"DE","health","hiCal",1,2509,NA,3328
125,"DE","health","hiCal",1,1059,NA,909.975
125,"DE","health","hiCal",1,1210,NA,314.4
125,"DE","health","hiCal",2,2077,NA,243.75
125,"DE","health","hiCal",1,907,NA,346
125,"DE","health","hiCal",2,2157,NA,984
125,"DE","health","hiCal",1,956,NA,545
125,"DE","health","loCal",6,1570,NA,32
125,"DE","health","loCal",6,583,NA,64.5
125,"DE","health","loCal",5,2233,NA,94
125,"DE","health","loCal",6,1373,NA,9.3
125,"DE","health","loCal",6,930,NA,24.6
125,"DE","health","loCal",6,882,NA,85
125,"DE","health","loCal",6,1512,NA,74.4
125,"DE","health","loCal",5,1948,NA,288
125,"DE","health","loCal",6,1491,NA,33
125,"DE","health","loCal",6,1079,NA,37.8
125,"DE","health","loCal",4,3459,NA,128
125,"DE","health","loCal",5,1466,NA,542.5
125,"DE","health","hiCal",2,1693,NA,428
125,"DE","health","hiCal",1,1811,NA,198.9
125,"DE","health","hiCal",1,3120,NA,300.256
125,"DE","health","loCal",6,1483,NA,104
125,"DE","health","hiCal",1,1665,NA,320.58
125,"DE","health","loCal",5,1190,NA,165
125,"DE","health","hiCal",1,1004,NA,11830
125,"DE","health","loCal",6,965,NA,28.4
125,"DE","health","loCal",6,1636,NA,36
125,"DE","health","loCal",6,2243,NA,12
125,"DE","health","loCal",6,1771,NA,109.2
125,"DE","health","loCal",4,2309,NA,34
125,"DE","health","loCal",6,849,NA,13.6
125,"DE","health","hiCal",1,1279,NA,1192.626
125,"DE","health","hiCal",1,1677,NA,400
126,"TE","calories","hiCal",NA,7124,-216.5,466.5
126,"TE","calories","hiCal",NA,5260,152.5,347.5
126,"TE","calories","hiCal",NA,7633,-2624,3024
126,"TE","calories","hiCal",NA,8629,-149,649
126,"TE","calories","hiCal",NA,7190,-309.975,909.975
126,"TE","calories","hiCal",NA,2987,56.25,243.75
126,"TE","calories","hiCal",NA,3585,54,346
126,"TE","calories","loCal",NA,3706,26,94
126,"TE","calories","loCal",NA,6798,70.7,9.3
126,"TE","calories","loCal",NA,5966,-55,85
126,"TE","calories","loCal",NA,5607,125.6,74.4
126,"TE","calories","loCal",NA,4688,17,33
126,"TE","calories","loCal",NA,7923,72.2,37.8
126,"TE","calories","loCal",NA,5240,-78,128
126,"TE","calories","loCal",NA,7789,-292.5,542.5
126,"TE","calories","hiCal",NA,7624,299.744,300.256
126,"TE","calories","loCal",NA,7486,-4,104
126,"TE","calories","loCal",NA,2788,66,34
126,"TE","calories","hiCal",NA,5190,-392.626,1192.626
126,"TE","calories","hiCal",NA,2911,-100,400
126,"TE","health","hiCal",3,1238,NA,466.5
126,"TE","health","hiCal",4,2027,NA,347.5
126,"TE","health","hiCal",3,2383,NA,3024
126,"TE","health","hiCal",2,2000,NA,2570.4
126,"TE","health","hiCal",2,2043,NA,2872
126,"TE","health","hiCal",2,3289,NA,649
126,"TE","health","hiCal",2,1239,NA,3328
126,"TE","health","hiCal",1,1627,NA,909.975
126,"TE","health","hiCal",3,2844,NA,314.4
126,"TE","health","hiCal",2,1105,NA,243.75
126,"TE","health","hiCal",2,1038,NA,346
126,"TE","health","hiCal",4,2794,NA,984
126,"TE","health","hiCal",2,1178,NA,545
126,"TE","health","loCal",6,1038,NA,32
126,"TE","health","loCal",6,627,NA,64.5
126,"TE","health","loCal",6,925,NA,94
126,"TE","health","loCal",6,1218,NA,9.3
126,"TE","health","loCal",6,1965,NA,24.6
126,"TE","health","loCal",6,1220,NA,85
126,"TE","health","loCal",6,1423,NA,74.4
126,"TE","health","loCal",6,1886,NA,288
126,"TE","health","loCal",6,623,NA,33
126,"TE","health","loCal",6,931,NA,37.8
126,"TE","health","loCal",6,1357,NA,128
126,"TE","health","loCal",6,1670,NA,542.5
126,"TE","health","hiCal",3,2186,NA,428
126,"TE","health","hiCal",4,2452,NA,198.9
126,"TE","health","hiCal",3,3108,NA,300.256
126,"TE","health","loCal",6,2390,NA,104
126,"TE","health","hiCal",4,2353,NA,320.58
126,"TE","health","loCal",6,976,NA,165
126,"TE","health","hiCal",4,2963,NA,11830
126,"TE","health","loCal",6,807,NA,28.4
126,"TE","health","loCal",6,576,NA,36
126,"TE","health","loCal",6,928,NA,12
126,"TE","health","loCal",6,1461,NA,109.2
126,"TE","health","loCal",6,1472,NA,34
126,"TE","health","loCal",6,888,NA,13.6
126,"TE","health","hiCal",3,2919,NA,1192.626
126,"TE","health","hiCal",2,1859,NA,400
127,"TE","calories","hiCal",NA,5672,-166.5,466.5
127,"TE","calories","hiCal",NA,2234,152.5,347.5
127,"TE","calories","hiCal",NA,2941,-2824,3024
127,"TE","calories","hiCal",NA,2801,-199,649
127,"TE","calories","hiCal",NA,3216,-159.975,909.975
127,"TE","calories","hiCal",NA,2973,256.25,243.75
127,"TE","calories","hiCal",NA,2862,4,346
127,"TE","calories","loCal",NA,3228,-4,94
127,"TE","calories","loCal",NA,5213,65.7,9.3
127,"TE","calories","loCal",NA,2821,-5,85
127,"TE","calories","loCal",NA,4285,-4.4,74.4
127,"TE","calories","loCal",NA,2028,-13,33
127,"TE","calories","loCal",NA,2581,82.2,37.8
127,"TE","calories","loCal",NA,2106,-8,128
127,"TE","calories","loCal",NA,3287,-362.5,542.5
127,"TE","calories","hiCal",NA,4279,149.744,300.256
127,"TE","calories","loCal",NA,2131,-44,104
127,"TE","calories","loCal",NA,2569,36,34
127,"TE","calories","hiCal",NA,4273,-592.626,1192.626
127,"TE","calories","hiCal",NA,2385,-150,400
127,"TE","health","hiCal",1,941,NA,466.5
127,"TE","health","hiCal",2,1732,NA,347.5
127,"TE","health","hiCal",3,1412,NA,3024
127,"TE","health","hiCal",1,896,NA,2570.4
127,"TE","health","hiCal",1,1302,NA,2872
127,"TE","health","hiCal",2,1140,NA,649
127,"TE","health","hiCal",1,2059,NA,3328
127,"TE","health","hiCal",1,923,NA,909.975
127,"TE","health","hiCal",1,2377,NA,314.4
127,"TE","health","hiCal",1,1040,NA,243.75
127,"TE","health","hiCal",1,1289,NA,346
127,"TE","health","hiCal",2,1255,NA,984
127,"TE","health","hiCal",2,1822,NA,545
127,"TE","health","loCal",5,946,NA,32
127,"TE","health","loCal",5,1645,NA,64.5
127,"TE","health","loCal",6,1891,NA,94
127,"TE","health","loCal",5,1311,NA,9.3
127,"TE","health","loCal",6,918,NA,24.6
127,"TE","health","loCal",6,670,NA,85
127,"TE","health","loCal",5,1375,NA,74.4
127,"TE","health","loCal",6,1397,NA,288
127,"TE","health","loCal",6,1352,NA,33
127,"TE","health","loCal",5,1110,NA,37.8
127,"TE","health","loCal",5,1771,NA,128
127,"TE","health","loCal",5,1317,NA,542.5
127,"TE","health","hiCal",2,1080,NA,428
127,"TE","health","hiCal",3,1631,NA,198.9
127,"TE","health","hiCal",4,2561,NA,300.256
127,"TE","health","loCal",6,825,NA,104
127,"TE","health","hiCal",3,1849,NA,320.58
127,"TE","health","loCal",6,888,NA,165
127,"TE","health","hiCal",2,1435,NA,11830
127,"TE","health","loCal",6,1251,NA,28.4
127,"TE","health","loCal",6,822,NA,36
127,"TE","health","loCal",6,1732,NA,12
127,"TE","health","loCal",6,998,NA,109.2
127,"TE","health","loCal",6,726,NA,34
127,"TE","health","loCal",5,1278,NA,13.6
127,"TE","health","hiCal",2,1462,NA,1192.626
127,"TE","health","hiCal",1,1074,NA,400
128,"TE","calories","hiCal",NA,4712,383.5,466.5
128,"TE","calories","hiCal",NA,2929,-147.5,347.5
128,"TE","calories","hiCal",NA,3206,-2324,3024
128,"TE","calories","hiCal",NA,2563,1,649
128,"TE","calories","hiCal",NA,2841,-409.975,909.975
128,"TE","calories","hiCal",NA,4897,426.25,243.75
128,"TE","calories","hiCal",NA,4176,504,346
128,"TE","calories","loCal",NA,3747,-84,94
128,"TE","calories","loCal",NA,1633,-4.3,9.3
128,"TE","calories","loCal",NA,3106,-80,85
128,"TE","calories","loCal",NA,1983,-64.4,74.4
128,"TE","calories","loCal",NA,3294,-33,33
128,"TE","calories","loCal",NA,4185,-32.8,37.8
128,"TE","calories","loCal",NA,3464,-118,128
128,"TE","calories","loCal",NA,1418,-537.5,542.5
128,"TE","calories","hiCal",NA,2999,-0.256,300.256
128,"TE","calories","loCal",NA,2786,-99,104
128,"TE","calories","loCal",NA,4022,-5,34
128,"TE","calories","hiCal",NA,2136,-1185.626,1192.626
128,"TE","calories","hiCal",NA,2640,400,400
128,"TE","health","hiCal",1,1082,NA,466.5
128,"TE","health","hiCal",3,1845,NA,347.5
128,"TE","health","hiCal",1,992,NA,3024
128,"TE","health","hiCal",1,670,NA,2570.4
128,"TE","health","hiCal",1,536,NA,2872
128,"TE","health","hiCal",1,896,NA,649
128,"TE","health","hiCal",1,623,NA,3328
128,"TE","health","hiCal",1,1187,NA,909.975
128,"TE","health","hiCal",1,882,NA,314.4
128,"TE","health","hiCal",1,896,NA,243.75
128,"TE","health","hiCal",1,918,NA,346
128,"TE","health","hiCal",2,1088,NA,984
128,"TE","health","hiCal",1,1459,NA,545
128,"TE","health","loCal",5,1359,NA,32
128,"TE","health","loCal",6,553,NA,64.5
128,"TE","health","loCal",6,815,NA,94
128,"TE","health","loCal",6,1511,NA,9.3
128,"TE","health","loCal",6,785,NA,24.6
128,"TE","health","loCal",6,1585,NA,85
128,"TE","health","loCal",6,536,NA,74.4
128,"TE","health","loCal",5,1846,NA,288
128,"TE","health","loCal",6,1669,NA,33
128,"TE","health","loCal",5,1912,NA,37.8
128,"TE","health","loCal",6,968,NA,128
128,"TE","health","loCal",6,1081,NA,542.5
128,"TE","health","hiCal",2,1198,NA,428
128,"TE","health","hiCal",1,1138,NA,198.9
128,"TE","health","hiCal",2,2697,NA,300.256
128,"TE","health","loCal",6,1139,NA,104
128,"TE","health","hiCal",4,2661,NA,320.58
128,"TE","health","loCal",6,549,NA,165
128,"TE","health","hiCal",3,1728,NA,11830
128,"TE","health","loCal",6,2471,NA,28.4
128,"TE","health","loCal",6,610,NA,36
128,"TE","health","loCal",6,692,NA,12
128,"TE","health","loCal",6,682,NA,109.2
128,"TE","health","loCal",5,1125,NA,34
128,"TE","health","loCal",6,1724,NA,13.6
128,"TE","health","hiCal",3,1925,NA,1192.626
128,"TE","health","hiCal",1,1472,NA,400
129,"TE","calories","hiCal",NA,4924,-216.5,466.5
129,"TE","calories","hiCal",NA,4366,2.5,347.5
129,"TE","calories","hiCal",NA,4784,-2824,3024
129,"TE","calories","hiCal",NA,3928,-249,649
129,"TE","calories","hiCal",NA,5953,-709.975,909.975
129,"TE","calories","hiCal",NA,3093,256.25,243.75
129,"TE","calories","hiCal",NA,3466,-146,346
129,"TE","calories","loCal",NA,2928,-69,94
129,"TE","calories","loCal",NA,4342,15.7,9.3
129,"TE","calories","loCal",NA,3300,-70,85
129,"TE","calories","loCal",NA,1887,-64.4,74.4
129,"TE","calories","loCal",NA,3054,-23,33
129,"TE","calories","loCal",NA,2040,-27.8,37.8
129,"TE","calories","loCal",NA,5118,-98,128
129,"TE","calories","loCal",NA,5602,-442.5,542.5
129,"TE","calories","hiCal",NA,7748,99.744,300.256
129,"TE","calories","loCal",NA,2323,-84,104
129,"TE","calories","loCal",NA,5201,-24,34
129,"TE","calories","hiCal",NA,9315,-492.626,1192.626
129,"TE","calories","hiCal",NA,3618,-200,400
129,"TE","health","hiCal",1,1742,NA,466.5
129,"TE","health","hiCal",3,2092,NA,347.5
129,"TE","health","hiCal",2,1884,NA,3024
129,"TE","health","hiCal",1,1000,NA,2570.4
129,"TE","health","hiCal",1,2740,NA,2872
129,"TE","health","hiCal",1,1810,NA,649
129,"TE","health","hiCal",1,1213,NA,3328
129,"TE","health","hiCal",2,1913,NA,909.975
129,"TE","health","hiCal",1,1636,NA,314.4
129,"TE","health","hiCal",1,1186,NA,243.75
129,"TE","health","hiCal",1,1454,NA,346
129,"TE","health","hiCal",3,2588,NA,984
129,"TE","health","hiCal",2,2192,NA,545
129,"TE","health","loCal",6,1866,NA,32
129,"TE","health","loCal",6,686,NA,64.5
129,"TE","health","loCal",6,2353,NA,94
129,"TE","health","loCal",6,623,NA,9.3
129,"TE","health","loCal",6,626,NA,24.6
129,"TE","health","loCal",6,750,NA,85
129,"TE","health","loCal",6,1827,NA,74.4
129,"TE","health","loCal",6,1013,NA,288
129,"TE","health","loCal",6,1223,NA,33
129,"TE","health","loCal",6,1237,NA,37.8
129,"TE","health","loCal",6,1653,NA,128
129,"TE","health","loCal",5,1564,NA,542.5
129,"TE","health","hiCal",1,2963,NA,428
129,"TE","health","hiCal",3,2167,NA,198.9
129,"TE","health","hiCal",5,2286,NA,300.256
129,"TE","health","loCal",6,969,NA,104
129,"TE","health","hiCal",4,2353,NA,320.58
129,"TE","health","loCal",6,1109,NA,165
129,"TE","health","hiCal",4,2767,NA,11830
129,"TE","health","loCal",6,1300,NA,28.4
129,"TE","health","loCal",6,728,NA,36
129,"TE","health","loCal",6,1348,NA,12
129,"TE","health","loCal",6,868,NA,109.2
129,"TE","health","loCal",6,1234,NA,34
129,"TE","health","loCal",6,1154,NA,13.6
129,"TE","health","hiCal",2,1886,NA,1192.626
129,"TE","health","hiCal",1,1535,NA,400
130,"TE","calories","hiCal",NA,3932,-341.5,466.5
130,"TE","calories","hiCal",NA,15000,-324.5,347.5
130,"TE","calories","hiCal",NA,5307,-2871,3024
130,"TE","calories","hiCal",NA,5580,-459,649
130,"TE","calories","hiCal",NA,5280,-767.975,909.975
130,"TE","calories","hiCal",NA,4123,6.25,243.75
130,"TE","calories","hiCal",NA,4556,-111,346
130,"TE","calories","loCal",NA,5969,-82,94
130,"TE","calories","loCal",NA,5739,40.7,9.3
130,"TE","calories","loCal",NA,4036,-43,85
130,"TE","calories","loCal",NA,8222,25.6,74.4
130,"TE","calories","loCal",NA,3467,-28,33
130,"TE","calories","loCal",NA,5347,-12.8,37.8
130,"TE","calories","loCal",NA,15000,-28,128
130,"TE","calories","loCal",NA,7597,-457.5,542.5
130,"TE","calories","hiCal",NA,6326,-150.256,300.256
130,"TE","calories","loCal",NA,4985,-74,104
130,"TE","calories","loCal",NA,4607,-9,34
130,"TE","calories","hiCal",NA,5992,-972.626,1192.626
130,"TE","calories","hiCal",NA,7967,-150,400
130,"TE","health","hiCal",2,2652,NA,466.5
130,"TE","health","hiCal",4,2586,NA,347.5
130,"TE","health","hiCal",3,2013,NA,3024
130,"TE","health","hiCal",3,2354,NA,2570.4
130,"TE","health","hiCal",2,1637,NA,2872
130,"TE","health","hiCal",3,2400,NA,649
130,"TE","health","hiCal",2,1491,NA,3328
130,"TE","health","hiCal",2,1577,NA,909.975
130,"TE","health","hiCal",3,2305,NA,314.4
130,"TE","health","hiCal",2,1242,NA,243.75
130,"TE","health","hiCal",3,2001,NA,346
130,"TE","health","hiCal",3,3715,NA,984
130,"TE","health","hiCal",2,2001,NA,545
130,"TE","health","loCal",6,1118,NA,32
130,"TE","health","loCal",6,739,NA,64.5
130,"TE","health","loCal",6,716,NA,94
130,"TE","health","loCal",6,1226,NA,9.3
130,"TE","health","loCal",6,554,NA,24.6
130,"TE","health","loCal",6,1036,NA,85
130,"TE","health","loCal",6,710,NA,74.4
130,"TE","health","loCal",6,2020,NA,288
130,"TE","health","loCal",6,2200,NA,33
130,"TE","health","loCal",6,1553,NA,37.8
130,"TE","health","loCal",5,1962,NA,128
130,"TE","health","loCal",6,936,NA,542.5
130,"TE","health","hiCal",3,2975,NA,428
130,"TE","health","hiCal",4,2478,NA,198.9
130,"TE","health","hiCal",4,2473,NA,300.256
130,"TE","health","loCal",6,1723,NA,104
130,"TE","health","hiCal",5,2052,NA,320.58
130,"TE","health","loCal",6,2414,NA,165
130,"TE","health","hiCal",4,2038,NA,11830
130,"TE","health","loCal",6,857,NA,28.4
130,"TE","health","loCal",6,1941,NA,36
130,"TE","health","loCal",6,1371,NA,12
130,"TE","health","loCal",6,855,NA,109.2
130,"TE","health","loCal",6,828,NA,34
130,"TE","health","loCal",6,1480,NA,13.6
130,"TE","health","hiCal",4,2788,NA,1192.626
130,"TE","health","hiCal",3,2106,NA,400
131,"DE","calories","hiCal",NA,4367,133.5,466.5
131,"DE","calories","hiCal",NA,4873,452.5,347.5
131,"DE","calories","hiCal",NA,3456,-2224,3024
131,"DE","calories","hiCal",NA,3281,-49,649
131,"DE","calories","hiCal",NA,8912,-359.975,909.975
131,"DE","calories","hiCal",NA,4340,506.25,243.75
131,"DE","calories","hiCal",NA,4813,294,346
131,"DE","calories","loCal",NA,6471,-39,94
131,"DE","calories","loCal",NA,4915,20.7,9.3
131,"DE","calories","loCal",NA,4378,-25,85
131,"DE","calories","loCal",NA,3471,5.6,74.4
131,"DE","calories","loCal",NA,3607,-32,33
131,"DE","calories","loCal",NA,11466,22.2,37.8
131,"DE","calories","loCal",NA,2237,-38,128
131,"DE","calories","loCal",NA,4255,-292.5,542.5
131,"DE","calories","hiCal",NA,7692,899.744,300.256
131,"DE","calories","loCal",NA,3791,-24,104
131,"DE","calories","loCal",NA,2439,-19,34
131,"DE","calories","hiCal",NA,3919,807.374,1192.626
131,"DE","calories","hiCal",NA,5045,-150,400
131,"DE","health","hiCal",1,3838,NA,466.5
131,"DE","health","hiCal",2,2235,NA,347.5
131,"DE","health","hiCal",2,1815,NA,3024
131,"DE","health","hiCal",2,2759,NA,2570.4
131,"DE","health","hiCal",1,2772,NA,2872
131,"DE","health","hiCal",2,1394,NA,649
131,"DE","health","hiCal",1,1229,NA,3328
131,"DE","health","hiCal",2,3319,NA,909.975
131,"DE","health","hiCal",2,1679,NA,314.4
131,"DE","health","hiCal",1,824,NA,243.75
131,"DE","health","hiCal",2,1447,NA,346
131,"DE","health","hiCal",2,849,NA,984
131,"DE","health","hiCal",2,2933,NA,545
131,"DE","health","loCal",6,1423,NA,32
131,"DE","health","loCal",6,676,NA,64.5
131,"DE","health","loCal",6,687,NA,94
131,"DE","health","loCal",6,615,NA,9.3
131,"DE","health","loCal",6,623,NA,24.6
131,"DE","health","loCal",6,1565,NA,85
131,"DE","health","loCal",6,2002,NA,74.4
131,"DE","health","loCal",6,2025,NA,288
131,"DE","health","loCal",6,1059,NA,33
131,"DE","health","loCal",6,976,NA,37.8
131,"DE","health","loCal",6,826,NA,128
131,"DE","health","loCal",5,2774,NA,542.5
131,"DE","health","hiCal",1,1746,NA,428
131,"DE","health","hiCal",2,1556,NA,198.9
131,"DE","health","hiCal",3,2496,NA,300.256
131,"DE","health","loCal",6,537,NA,104
131,"DE","health","hiCal",6,2677,NA,320.58
131,"DE","health","loCal",6,514,NA,165
131,"DE","health","hiCal",3,3338,NA,11830
131,"DE","health","loCal",6,1179,NA,28.4
131,"DE","health","loCal",6,790,NA,36
131,"DE","health","loCal",6,858,NA,12
131,"DE","health","loCal",6,820,NA,109.2
131,"DE","health","loCal",6,628,NA,34
131,"DE","health","loCal",6,933,NA,13.6
131,"DE","health","hiCal",1,1237,NA,1192.626
131,"DE","health","hiCal",1,843,NA,400
132,"DE","calories","hiCal",NA,7137,133.5,466.5
132,"DE","calories","hiCal",NA,6588,252.5,347.5
132,"DE","calories","hiCal",NA,6852,-2324,3024
132,"DE","calories","hiCal",NA,6148,-149,649
132,"DE","calories","hiCal",NA,4404,-109.975,909.975
132,"DE","calories","hiCal",NA,13975,456.25,243.75
132,"DE","calories","hiCal",NA,5832,254,346
132,"DE","calories","loCal",NA,4811,-54,94
132,"DE","calories","loCal",NA,3132,20.7,9.3
132,"DE","calories","loCal",NA,5572,-65,85
132,"DE","calories","loCal",NA,6762,-44.4,74.4
132,"DE","calories","loCal",NA,6334,-23,33
132,"DE","calories","loCal",NA,4963,-7.8,37.8
132,"DE","calories","loCal",NA,4830,-78,128
132,"DE","calories","loCal",NA,8397,-502.5,542.5
132,"DE","calories","hiCal",NA,5532,-100.256,300.256
132,"DE","calories","loCal",NA,3690,-84,104
132,"DE","calories","loCal",NA,3244,-14,34
132,"DE","calories","hiCal",NA,3329,-392.626,1192.626
132,"DE","calories","hiCal",NA,4084,0,400
132,"DE","health","hiCal",1,823,NA,466.5
132,"DE","health","hiCal",1,737,NA,347.5
132,"DE","health","hiCal",2,3784,NA,3024
132,"DE","health","hiCal",1,3180,NA,2570.4
132,"DE","health","hiCal",2,1622,NA,2872
132,"DE","health","hiCal",1,1045,NA,649
132,"DE","health","hiCal",1,2104,NA,3328
132,"DE","health","hiCal",1,1055,NA,909.975
132,"DE","health","hiCal",1,2243,NA,314.4
132,"DE","health","hiCal",1,1855,NA,243.75
132,"DE","health","hiCal",1,1732,NA,346
132,"DE","health","hiCal",2,1381,NA,984
132,"DE","health","hiCal",1,1259,NA,545
132,"DE","health","loCal",6,1230,NA,32
132,"DE","health","loCal",6,2475,NA,64.5
132,"DE","health","loCal",6,1131,NA,94
132,"DE","health","loCal",6,716,NA,9.3
132,"DE","health","loCal",6,3168,NA,24.6
132,"DE","health","loCal",6,1182,NA,85
132,"DE","health","loCal",6,626,NA,74.4
132,"DE","health","loCal",6,3136,NA,288
132,"DE","health","loCal",6,1405,NA,33
132,"DE","health","loCal",6,2190,NA,37.8
132,"DE","health","loCal",6,2155,NA,128
132,"DE","health","loCal",6,673,NA,542.5
132,"DE","health","hiCal",2,2026,NA,428
132,"DE","health","hiCal",2,2966,NA,198.9
132,"DE","health","hiCal",2,3065,NA,300.256
132,"DE","health","loCal",6,622,NA,104
132,"DE","health","hiCal",2,1938,NA,320.58
132,"DE","health","loCal",6,748,NA,165
132,"DE","health","hiCal",2,4210,NA,11830
132,"DE","health","loCal",6,702,NA,28.4
132,"DE","health","loCal",6,605,NA,36
132,"DE","health","loCal",6,2844,NA,12
132,"DE","health","loCal",6,724,NA,109.2
132,"DE","health","loCal",6,1483,NA,34
132,"DE","health","loCal",6,589,NA,13.6
132,"DE","health","hiCal",2,1718,NA,1192.626
132,"DE","health","hiCal",1,2394,NA,400
133,"DE","calories","hiCal",NA,2955,-116.5,466.5
133,"DE","calories","hiCal",NA,6897,52.5,347.5
133,"DE","calories","hiCal",NA,4462,-2689,3024
133,"DE","calories","hiCal",NA,3219,151,649
133,"DE","calories","hiCal",NA,4771,90.025,909.975
133,"DE","calories","hiCal",NA,3395,206.25,243.75
133,"DE","calories","hiCal",NA,6289,-46,346
133,"DE","calories","loCal",NA,3950,-14,94
133,"DE","calories","loCal",NA,3799,20.7,9.3
133,"DE","calories","loCal",NA,4334,5,85
133,"DE","calories","loCal",NA,4207,25.6,74.4
133,"DE","calories","loCal",NA,2448,-23,33
133,"DE","calories","loCal",NA,4798,38.2,37.8
133,"DE","calories","loCal",NA,3234,-48,128
133,"DE","calories","loCal",NA,2313,-442.5,542.5
133,"DE","calories","hiCal",NA,4754,829.744,300.256
133,"DE","calories","loCal",NA,2877,-69,104
133,"DE","calories","loCal",NA,3200,16,34
133,"DE","calories","hiCal",NA,2767,7.374,1192.626
133,"DE","calories","hiCal",NA,2512,-200,400
133,"DE","health","hiCal",1,885,NA,466.5
133,"DE","health","hiCal",4,2242,NA,347.5
133,"DE","health","hiCal",2,1768,NA,3024
133,"DE","health","hiCal",1,952,NA,2570.4
133,"DE","health","hiCal",1,803,NA,2872
133,"DE","health","hiCal",1,1258,NA,649
133,"DE","health","hiCal",1,1777,NA,3328
133,"DE","health","hiCal",3,1748,NA,909.975
133,"DE","health","hiCal",1,1570,NA,314.4
133,"DE","health","hiCal",1,480,NA,243.75
133,"DE","health","hiCal",1,858,NA,346
133,"DE","health","hiCal",3,1772,NA,984
133,"DE","health","hiCal",3,1798,NA,545
133,"DE","health","loCal",6,1288,NA,32
133,"DE","health","loCal",5,2573,NA,64.5
133,"DE","health","loCal",5,1894,NA,94
133,"DE","health","loCal",6,1448,NA,9.3
133,"DE","health","loCal",6,1344,NA,24.6
133,"DE","health","loCal",6,1324,NA,85
133,"DE","health","loCal",4,1530,NA,74.4
133,"DE","health","loCal",6,1946,NA,288
133,"DE","health","loCal",6,1324,NA,33
133,"DE","health","loCal",4,1775,NA,37.8
133,"DE","health","loCal",5,1949,NA,128
133,"DE","health","loCal",6,938,NA,542.5
133,"DE","health","hiCal",3,1288,NA,428
133,"DE","health","hiCal",3,1182,NA,198.9
133,"DE","health","hiCal",3,1610,NA,300.256
133,"DE","health","loCal",6,962,NA,104
133,"DE","health","hiCal",3,1326,NA,320.58
133,"DE","health","loCal",6,1252,NA,165
133,"DE","health","hiCal",3,1437,NA,11830
133,"DE","health","loCal",5,1040,NA,28.4
133,"DE","health","loCal",6,917,NA,36
133,"DE","health","loCal",6,1602,NA,12
