"participant","group","question","foodCat","response","latency","accuracy","Kcal_total"
1,"TE","calories","hiCal",NA,2485,33.5,466.5
1,"TE","calories","hiCal",NA,2673,52.5,347.5
1,"TE","calories","hiCal",NA,2909,-2424,3024
1,"TE","calories","hiCal",NA,3480,-149,649
1,"TE","calories","hiCal",NA,3201,-9.975,909.975
1,"TE","calories","hiCal",NA,2521,456.25,243.75
1,"TE","calories","hiCal",NA,1387,254,346
1,"TE","calories","loCal",NA,1957,-64,94
1,"TE","calories","loCal",NA,5829,40.7,9.3
1,"TE","calories","loCal",NA,1796,-80,85
1,"TE","calories","loCal",NA,5414,25.6,74.4
1,"TE","calories","loCal",NA,1697,-23,33
1,"TE","calories","loCal",NA,3426,-7.8,37.8
1,"TE","calories","loCal",NA,2294,-78,128
1,"TE","calories","loCal",NA,2230,-492.5,542.5
1,"TE","calories","hiCal",NA,3443,99.744,300.256
1,"TE","calories","loCal",NA,4413,-64,104
1,"TE","calories","loCal",NA,3030,-24,34
1,"TE","calories","hiCal",NA,6127,-192.626,1192.626
1,"TE","calories","hiCal",NA,1539,100,400
1,"TE","health","hiCal",1,714,NA,466.5
1,"TE","health","hiCal",2,1315,NA,347.5
1,"TE","health","hiCal",2,1653,NA,3024
1,"TE","health","hiCal",1,1315,NA,2570.4
1,"TE","health","hiCal",1,841,NA,2872
1,"TE","health","hiCal",2,1203,NA,649
1,"TE","health","hiCal",1,854,NA,3328
1,"TE","health","hiCal",1,762,NA,909.975
1,"TE","health","hiCal",1,824,NA,314.4
1,"TE","health","hiCal",1,968,NA,243.75
1,"TE","health","hiCal",1,1378,NA,346
1,"TE","health","hiCal",1,1043,NA,984
1,"TE","health","hiCal",2,1178,NA,545
1,"TE","health","loCal",5,1085,NA,32
1,"TE","health","loCal",5,643,NA,64.5
1,"TE","health","loCal",5,1482,NA,94
1,"TE","health","loCal",5,894,NA,9.3
1,"TE","health","loCal",5,1449,NA,24.6
1,"TE","health","loCal",6,1098,NA,85
1,"TE","health","loCal",5,1839,NA,74.4
1,"TE","health","loCal",5,1261,NA,288
1,"TE","health","loCal",6,2254,NA,33
1,"TE","health","loCal",5,1418,NA,37.8
1,"TE","health","loCal",5,774,NA,128
1,"TE","health","loCal",5,2044,NA,542.5
1,"TE","health","hiCal",1,1258,NA,428
1,"TE","health","hiCal",2,1767,NA,198.9
1,"TE","health","hiCal",2,1364,NA,300.256
1,"TE","health","loCal",6,633,NA,104
1,"TE","health","hiCal",4,3464,NA,320.58
1,"TE","health","loCal",6,1363,NA,165
1,"TE","health","hiCal",3,2384,NA,11830
1,"TE","health","loCal",5,1049,NA,28.4
1,"TE","health","loCal",6,1243,NA,36
1,"TE","health","loCal",5,650,NA,12
1,"TE","health","loCal",6,1259,NA,109.2
1,"TE","health","loCal",6,1634,NA,34
1,"TE","health","loCal",6,1750,NA,13.6
1,"TE","health","hiCal",1,1239,NA,1192.626
1,"TE","health","hiCal",1,694,NA,400
2,"DE","calories","hiCal",NA,2936,-216.5,466.5
2,"DE","calories","hiCal",NA,2167,252.5,347.5
2,"DE","calories","hiCal",NA,2181,-2524,3024
2,"DE","calories","hiCal",NA,2319,-349,649
2,"DE","calories","hiCal",NA,1992,90.025,909.975
2,"DE","calories","hiCal",NA,2313,6.25,243.75
2,"DE","calories","hiCal",NA,2249,54,346
2,"DE","calories","loCal",NA,4173,-14,94
2,"DE","calories","loCal",NA,2028,0.7,9.3
2,"DE","calories","loCal",NA,4121,-65,85
2,"DE","calories","loCal",NA,3451,-69.4,74.4
2,"DE","calories","loCal",NA,3317,-23,33
2,"DE","calories","loCal",NA,2415,-27.8,37.8
2,"DE","calories","loCal",NA,1273,-28,128
2,"DE","calories","loCal",NA,2311,-242.5,542.5
2,"DE","calories","hiCal",NA,2809,499.744,300.256
2,"DE","calories","loCal",NA,4287,96,104
2,"DE","calories","loCal",NA,1798,-24,34
2,"DE","calories","hiCal",NA,2037,-192.626,1192.626
2,"DE","calories","hiCal",NA,4708,-300,400
2,"DE","health","hiCal",2,982,NA,466.5
2,"DE","health","hiCal",2,1149,NA,347.5
2,"DE","health","hiCal",3,1145,NA,3024
2,"DE","health","hiCal",2,1109,NA,2570.4
2,"DE","health","hiCal",1,859,NA,2872
2,"DE","health","hiCal",3,1444,NA,649
2,"DE","health","hiCal",1,1034,NA,3328
2,"DE","health","hiCal",1,957,NA,909.975
2,"DE","health","hiCal",6,707,NA,314.4
2,"DE","health","hiCal",1,825,NA,243.75
2,"DE","health","hiCal",1,855,NA,346
2,"DE","health","hiCal",2,1269,NA,984
2,"DE","health","hiCal",1,1364,NA,545
2,"DE","health","loCal",6,1088,NA,32
2,"DE","health","loCal",6,755,NA,64.5
2,"DE","health","loCal",6,829,NA,94
2,"DE","health","loCal",6,618,NA,9.3
2,"DE","health","loCal",6,707,NA,24.6
2,"DE","health","loCal",6,636,NA,85
2,"DE","health","loCal",6,1429,NA,74.4
2,"DE","health","loCal",6,1014,NA,288
2,"DE","health","loCal",6,724,NA,33
2,"DE","health","loCal",6,607,NA,37.8
2,"DE","health","loCal",6,653,NA,128
2,"DE","health","loCal",6,753,NA,542.5
2,"DE","health","hiCal",1,962,NA,428
2,"DE","health","hiCal",2,1341,NA,198.9
2,"DE","health","hiCal",3,1963,NA,300.256
2,"DE","health","loCal",6,681,NA,104
2,"DE","health","hiCal",3,1341,NA,320.58
2,"DE","health","loCal",6,779,NA,165
2,"DE","health","hiCal",3,1483,NA,11830
2,"DE","health","loCal",6,542,NA,28.4
2,"DE","health","loCal",6,626,NA,36
2,"DE","health","loCal",6,547,NA,12
2,"DE","health","loCal",6,730,NA,109.2
2,"DE","health","loCal",6,1067,NA,34
2,"DE","health","loCal",6,928,NA,13.6
2,"DE","health","hiCal",1,1000,NA,1192.626
2,"DE","health","hiCal",2,1079,NA,400
4,"DE","calories","hiCal",NA,2893,233.5,466.5
4,"DE","calories","hiCal",NA,3744,52.5,347.5
4,"DE","calories","hiCal",NA,5979,-2324,3024
4,"DE","calories","hiCal",NA,3927,-249,649
4,"DE","calories","hiCal",NA,10641,-249.975,909.975
4,"DE","calories","hiCal",NA,3458,356.25,243.75
4,"DE","calories","hiCal",NA,4566,154,346
4,"DE","calories","loCal",NA,5367,-44,94
4,"DE","calories","loCal",NA,3486,50.7,9.3
4,"DE","calories","loCal",NA,3910,70,85
4,"DE","calories","loCal",NA,3347,-19.4,74.4
4,"DE","calories","loCal",NA,3834,-18,33
4,"DE","calories","loCal",NA,3013,32.2,37.8
4,"DE","calories","loCal",NA,2753,-38,128
4,"DE","calories","loCal",NA,9047,-242.5,542.5
4,"DE","calories","hiCal",NA,7336,199.744,300.256
4,"DE","calories","loCal",NA,9495,-24,104
4,"DE","calories","loCal",NA,3427,-24,34
4,"DE","calories","hiCal",NA,4291,7.374,1192.626
4,"DE","calories","hiCal",NA,3598,0,400
4,"DE","health","hiCal",1,577,NA,466.5
4,"DE","health","hiCal",2,1930,NA,347.5
4,"DE","health","hiCal",1,965,NA,3024
4,"DE","health","hiCal",1,1300,NA,2570.4
4,"DE","health","hiCal",1,1839,NA,2872
4,"DE","health","hiCal",1,1336,NA,649
4,"DE","health","hiCal",1,651,NA,3328
4,"DE","health","hiCal",2,2159,NA,909.975
4,"DE","health","hiCal",1,1297,NA,314.4
4,"DE","health","hiCal",1,1957,NA,243.75
4,"DE","health","hiCal",1,1522,NA,346
4,"DE","health","hiCal",1,2077,NA,984
4,"DE","health","hiCal",2,1345,NA,545
4,"DE","health","loCal",5,1719,NA,32
4,"DE","health","loCal",5,1340,NA,64.5
4,"DE","health","loCal",5,1550,NA,94
4,"DE","health","loCal",5,1592,NA,9.3
4,"DE","health","loCal",5,1214,NA,24.6
4,"DE","health","loCal",6,1757,NA,85
4,"DE","health","loCal",5,1616,NA,74.4
4,"DE","health","loCal",6,1656,NA,288
4,"DE","health","loCal",6,1947,NA,33
4,"DE","health","loCal",4,1040,NA,37.8
4,"DE","health","loCal",5,1618,NA,128
4,"DE","health","loCal",4,1398,NA,542.5
4,"DE","health","hiCal",1,1541,NA,428
4,"DE","health","hiCal",1,753,NA,198.9
4,"DE","health","hiCal",2,2673,NA,300.256
4,"DE","health","loCal",6,1541,NA,104
4,"DE","health","hiCal",4,2176,NA,320.58
4,"DE","health","loCal",6,2252,NA,165
4,"DE","health","hiCal",2,1911,NA,11830
4,"DE","health","loCal",4,1966,NA,28.4
4,"DE","health","loCal",6,1598,NA,36
4,"DE","health","loCal",5,1758,NA,12
4,"DE","health","loCal",6,1573,NA,109.2
4,"DE","health","loCal",6,1301,NA,34
4,"DE","health","loCal",5,1986,NA,13.6
4,"DE","health","hiCal",1,1924,NA,1192.626
4,"DE","health","hiCal",1,697,NA,400
5,"DE","calories","hiCal",NA,3155,133.5,466.5
5,"DE","calories","hiCal",NA,3159,52.5,347.5
5,"DE","calories","hiCal",NA,3931,-2574,3024
5,"DE","calories","hiCal",NA,3434,-199,649
5,"DE","calories","hiCal",NA,3284,-259.975,909.975
5,"DE","calories","hiCal",NA,7989,606.25,243.75
5,"DE","calories","hiCal",NA,3389,454,346
5,"DE","calories","loCal",NA,12210,16,94
5,"DE","calories","loCal",NA,3671,55.7,9.3
5,"DE","calories","loCal",NA,2329,-60,85
5,"DE","calories","loCal",NA,3109,10.6,74.4
5,"DE","calories","loCal",NA,2821,-18,33
5,"DE","calories","loCal",NA,3523,12.2,37.8
5,"DE","calories","loCal",NA,3802,-3,128
5,"DE","calories","loCal",NA,4505,-392.5,542.5
5,"DE","calories","hiCal",NA,5222,279.744,300.256
5,"DE","calories","loCal",NA,3025,-54,104
5,"DE","calories","loCal",NA,2872,-9,34
5,"DE","calories","hiCal",NA,4343,-442.626,1192.626
5,"DE","calories","hiCal",NA,3034,100,400
5,"DE","health","hiCal",1,990,NA,466.5
5,"DE","health","hiCal",3,1488,NA,347.5
5,"DE","health","hiCal",1,1319,NA,3024
5,"DE","health","hiCal",1,1501,NA,2570.4
5,"DE","health","hiCal",1,1912,NA,2872
5,"DE","health","hiCal",2,1579,NA,649
5,"DE","health","hiCal",1,1222,NA,3328
5,"DE","health","hiCal",1,1737,NA,909.975
5,"DE","health","hiCal",1,973,NA,314.4
5,"DE","health","hiCal",1,743,NA,243.75
5,"DE","health","hiCal",1,1170,NA,346
5,"DE","health","hiCal",4,1429,NA,984
5,"DE","health","hiCal",1,1013,NA,545
5,"DE","health","loCal",5,1469,NA,32
5,"DE","health","loCal",6,2099,NA,64.5
5,"DE","health","loCal",6,1014,NA,94
5,"DE","health","loCal",5,1398,NA,9.3
5,"DE","health","loCal",5,1464,NA,24.6
5,"DE","health","loCal",6,1029,NA,85
5,"DE","health","loCal",3,1736,NA,74.4
5,"DE","health","loCal",6,1252,NA,288
5,"DE","health","loCal",6,853,NA,33
5,"DE","health","loCal",4,1525,NA,37.8
5,"DE","health","loCal",6,1312,NA,128
5,"DE","health","loCal",6,928,NA,542.5
5,"DE","health","hiCal",3,1405,NA,428
5,"DE","health","hiCal",4,1529,NA,198.9
5,"DE","health","hiCal",2,1414,NA,300.256
5,"DE","health","loCal",6,1015,NA,104
5,"DE","health","hiCal",3,2025,NA,320.58
5,"DE","health","loCal",6,760,NA,165
5,"DE","health","hiCal",6,871,NA,11830
5,"DE","health","loCal",6,1062,NA,28.4
5,"DE","health","loCal",6,816,NA,36
5,"DE","health","loCal",6,1022,NA,12
5,"DE","health","loCal",5,1155,NA,109.2
5,"DE","health","loCal",6,820,NA,34
5,"DE","health","loCal",6,1447,NA,13.6
5,"DE","health","hiCal",3,1836,NA,1192.626
5,"DE","health","hiCal",1,1123,NA,400
6,"TE","calories","hiCal",NA,5680,-116.5,466.5
6,"TE","calories","hiCal",NA,4518,-147.5,347.5
6,"TE","calories","hiCal",NA,5676,-2754,3024
6,"TE","calories","hiCal",NA,4836,-399,649
6,"TE","calories","hiCal",NA,5706,-409.975,909.975
6,"TE","calories","hiCal",NA,4827,56.25,243.75
6,"TE","calories","hiCal",NA,4303,54,346
6,"TE","calories","loCal",NA,5137,-84,94
6,"TE","calories","loCal",NA,4530,14.7,9.3
6,"TE","calories","loCal",NA,3882,-55,85
6,"TE","calories","loCal",NA,7796,-24.4,74.4
6,"TE","calories","loCal",NA,3482,-29,33
6,"TE","calories","loCal",NA,5539,-22.8,37.8
6,"TE","calories","loCal",NA,5260,-108,128
6,"TE","calories","loCal",NA,3612,-497.5,542.5
6,"TE","calories","hiCal",NA,6938,-100.256,300.256
6,"TE","calories","loCal",NA,6257,-54,104
6,"TE","calories","loCal",NA,4807,-10,34
6,"TE","calories","hiCal",NA,4495,-792.626,1192.626
6,"TE","calories","hiCal",NA,5320,-335,400
6,"TE","health","hiCal",1,1086,NA,466.5
6,"TE","health","hiCal",4,2993,NA,347.5
6,"TE","health","hiCal",2,2054,NA,3024
6,"TE","health","hiCal",1,939,NA,2570.4
6,"TE","health","hiCal",1,1230,NA,2872
6,"TE","health","hiCal",1,1360,NA,649
6,"TE","health","hiCal",1,1970,NA,3328
6,"TE","health","hiCal",3,1730,NA,909.975
6,"TE","health","hiCal",1,1371,NA,314.4
6,"TE","health","hiCal",1,1852,NA,243.75
6,"TE","health","hiCal",1,1276,NA,346
6,"TE","health","hiCal",3,1494,NA,984
6,"TE","health","hiCal",3,3278,NA,545
6,"TE","health","loCal",6,782,NA,32
6,"TE","health","loCal",6,871,NA,64.5
6,"TE","health","loCal",6,563,NA,94
6,"TE","health","loCal",6,571,NA,9.3
6,"TE","health","loCal",6,549,NA,24.6
6,"TE","health","loCal",6,717,NA,85
6,"TE","health","loCal",6,1065,NA,74.4
6,"TE","health","loCal",6,1405,NA,288
6,"TE","health","loCal",6,862,NA,33
6,"TE","health","loCal",6,2202,NA,37.8
6,"TE","health","loCal",6,722,NA,128
6,"TE","health","loCal",6,1160,NA,542.5
6,"TE","health","hiCal",2,1615,NA,428
6,"TE","health","hiCal",4,2660,NA,198.9
6,"TE","health","hiCal",5,3110,NA,300.256
6,"TE","health","loCal",6,630,NA,104
6,"TE","health","hiCal",5,3190,NA,320.58
6,"TE","health","loCal",6,3251,NA,165
6,"TE","health","hiCal",5,1179,NA,11830
6,"TE","health","loCal",6,672,NA,28.4
6,"TE","health","loCal",6,1627,NA,36
6,"TE","health","loCal",6,658,NA,12
6,"TE","health","loCal",6,1698,NA,109.2
6,"TE","health","loCal",6,903,NA,34
6,"TE","health","loCal",6,1359,NA,13.6
6,"TE","health","hiCal",5,2131,NA,1192.626
6,"TE","health","hiCal",1,836,NA,400
8,"TE","calories","hiCal",NA,2571,-166.5,466.5
8,"TE","calories","hiCal",NA,3833,-147.5,347.5
8,"TE","calories","hiCal",NA,3011,-2824,3024
8,"TE","calories","hiCal",NA,4749,-499,649
8,"TE","calories","hiCal",NA,3825,-409.975,909.975
8,"TE","calories","hiCal",NA,2820,56.25,243.75
8,"TE","calories","hiCal",NA,3899,-96,346
8,"TE","calories","loCal",NA,2802,-34,94
8,"TE","calories","loCal",NA,4924,20.7,9.3
8,"TE","calories","loCal",NA,5068,-40,85
8,"TE","calories","loCal",NA,5579,5.6,74.4
8,"TE","calories","loCal",NA,3527,-8,33
8,"TE","calories","loCal",NA,5636,-12.8,37.8
8,"TE","calories","loCal",NA,3117,-8,128
8,"TE","calories","loCal",NA,8472,-342.5,542.5
8,"TE","calories","hiCal",NA,6056,99.744,300.256
8,"TE","calories","loCal",NA,4509,-64,104
8,"TE","calories","loCal",NA,2998,16,34
8,"TE","calories","hiCal",NA,3952,-592.626,1192.626
8,"TE","calories","hiCal",NA,3494,-200,400
8,"TE","health","hiCal",1,996,NA,466.5
8,"TE","health","hiCal",4,2655,NA,347.5
8,"TE","health","hiCal",2,1698,NA,3024
8,"TE","health","hiCal",1,725,NA,2570.4
8,"TE","health","hiCal",1,1745,NA,2872
8,"TE","health","hiCal",2,1804,NA,649
8,"TE","health","hiCal",1,606,NA,3328
8,"TE","health","hiCal",1,1100,NA,909.975
8,"TE","health","hiCal",1,621,NA,314.4
8,"TE","health","hiCal",1,1241,NA,243.75
8,"TE","health","hiCal",1,929,NA,346
8,"TE","health","hiCal",1,1308,NA,984
8,"TE","health","hiCal",1,821,NA,545
8,"TE","health","loCal",6,1023,NA,32
8,"TE","health","loCal",6,914,NA,64.5
8,"TE","health","loCal",6,1965,NA,94
8,"TE","health","loCal",6,617,NA,9.3
8,"TE","health","loCal",6,1034,NA,24.6
8,"TE","health","loCal",6,1106,NA,85
8,"TE","health","loCal",4,1366,NA,74.4
8,"TE","health","loCal",5,1490,NA,288
8,"TE","health","loCal",6,1778,NA,33
8,"TE","health","loCal",5,1204,NA,37.8
8,"TE","health","loCal",5,1384,NA,128
8,"TE","health","loCal",6,670,NA,542.5
8,"TE","health","hiCal",3,1421,NA,428
8,"TE","health","hiCal",3,2290,NA,198.9
8,"TE","health","hiCal",5,2630,NA,300.256
8,"TE","health","loCal",6,980,NA,104
8,"TE","health","hiCal",3,4398,NA,320.58
8,"TE","health","loCal",6,1349,NA,165
8,"TE","health","hiCal",2,1697,NA,11830
8,"TE","health","loCal",6,1139,NA,28.4
8,"TE","health","loCal",6,693,NA,36
8,"TE","health","loCal",6,750,NA,12
8,"TE","health","loCal",6,990,NA,109.2
8,"TE","health","loCal",6,1894,NA,34
8,"TE","health","loCal",6,1076,NA,13.6
8,"TE","health","hiCal",1,2305,NA,1192.626
8,"TE","health","hiCal",1,696,NA,400
9,"DE","calories","hiCal",NA,3350,23.5,466.5
9,"DE","calories","hiCal",NA,5348,-27.5,347.5
9,"DE","calories","hiCal",NA,2761,-2694,3024
9,"DE","calories","hiCal",NA,2651,-99,649
9,"DE","calories","hiCal",NA,4064,-634.975,909.975
9,"DE","calories","hiCal",NA,3562,56.25,243.75
9,"DE","calories","hiCal",NA,4109,104,346
9,"DE","calories","loCal",NA,6322,-74,94
9,"DE","calories","loCal",NA,4847,150.7,9.3
9,"DE","calories","loCal",NA,2898,-70,85
9,"DE","calories","loCal",NA,2598,-14.4,74.4
9,"DE","calories","loCal",NA,3214,-23,33
9,"DE","calories","loCal",NA,3246,7.2,37.8
9,"DE","calories","loCal",NA,3652,-88,128
9,"DE","calories","loCal",NA,3232,-527.5,542.5
9,"DE","calories","hiCal",NA,5458,299.744,300.256
9,"DE","calories","loCal",NA,3132,-84,104
9,"DE","calories","loCal",NA,5476,-19,34
9,"DE","calories","hiCal",NA,3465,-392.626,1192.626
9,"DE","calories","hiCal",NA,4709,-150,400
9,"DE","health","hiCal",2,2713,NA,466.5
9,"DE","health","hiCal",2,1700,NA,347.5
9,"DE","health","hiCal",2,1827,NA,3024
9,"DE","health","hiCal",1,1469,NA,2570.4
9,"DE","health","hiCal",1,2125,NA,2872
9,"DE","health","hiCal",1,1683,NA,649
9,"DE","health","hiCal",1,1517,NA,3328
9,"DE","health","hiCal",3,1969,NA,909.975
9,"DE","health","hiCal",2,1865,NA,314.4
9,"DE","health","hiCal",1,1017,NA,243.75
9,"DE","health","hiCal",1,1723,NA,346
9,"DE","health","hiCal",3,2352,NA,984
9,"DE","health","hiCal",2,1218,NA,545
9,"DE","health","loCal",6,643,NA,32
9,"DE","health","loCal",6,1267,NA,64.5
9,"DE","health","loCal",5,1271,NA,94
9,"DE","health","loCal",5,2753,NA,9.3
9,"DE","health","loCal",6,864,NA,24.6
9,"DE","health","loCal",6,1015,NA,85
9,"DE","health","loCal",6,955,NA,74.4
9,"DE","health","loCal",6,1031,NA,288
9,"DE","health","loCal",6,840,NA,33
9,"DE","health","loCal",6,1619,NA,37.8
9,"DE","health","loCal",6,1113,NA,128
9,"DE","health","loCal",6,1609,NA,542.5
9,"DE","health","hiCal",3,1924,NA,428
9,"DE","health","hiCal",3,1779,NA,198.9
9,"DE","health","hiCal",5,1960,NA,300.256
9,"DE","health","loCal",6,1839,NA,104
9,"DE","health","hiCal",2,1815,NA,320.58
9,"DE","health","loCal",6,1709,NA,165
9,"DE","health","hiCal",4,2885,NA,11830
9,"DE","health","loCal",5,3145,NA,28.4
9,"DE","health","loCal",6,2039,NA,36
9,"DE","health","loCal",5,2462,NA,12
9,"DE","health","loCal",6,867,NA,109.2
9,"DE","health","loCal",6,2783,NA,34
9,"DE","health","loCal",6,1572,NA,13.6
9,"DE","health","hiCal",2,2569,NA,1192.626
9,"DE","health","hiCal",1,2796,NA,400
10,"TE","calories","hiCal",NA,3964,33.5,466.5
10,"TE","calories","hiCal",NA,5709,-47.5,347.5
10,"TE","calories","hiCal",NA,4089,-2524,3024
10,"TE","calories","hiCal",NA,6052,-399,649
10,"TE","calories","hiCal",NA,3579,-709.975,909.975
10,"TE","calories","hiCal",NA,5970,156.25,243.75
10,"TE","calories","hiCal",NA,3744,-46,346
10,"TE","calories","loCal",NA,2495,-54,94
10,"TE","calories","loCal",NA,2122,10.7,9.3
10,"TE","calories","loCal",NA,5579,-55,85
10,"TE","calories","loCal",NA,3101,-34.4,74.4
10,"TE","calories","loCal",NA,2690,-13,33
10,"TE","calories","loCal",NA,8585,-17.8,37.8
10,"TE","calories","loCal",NA,2484,-28,128
10,"TE","calories","loCal",NA,3175,-492.5,542.5
10,"TE","calories","hiCal",NA,5701,149.744,300.256
10,"TE","calories","loCal",NA,7566,-84,104
10,"TE","calories","loCal",NA,2890,-19,34
10,"TE","calories","hiCal",NA,6527,-392.626,1192.626
10,"TE","calories","hiCal",NA,4137,100,400
10,"TE","health","hiCal",2,2023,NA,466.5
10,"TE","health","hiCal",4,3004,NA,347.5
10,"TE","health","hiCal",2,2371,NA,3024
10,"TE","health","hiCal",1,1377,NA,2570.4
10,"TE","health","hiCal",1,1405,NA,2872
10,"TE","health","hiCal",2,2295,NA,649
10,"TE","health","hiCal",1,1778,NA,3328
10,"TE","health","hiCal",3,2416,NA,909.975
10,"TE","health","hiCal",1,1286,NA,314.4
10,"TE","health","hiCal",1,1579,NA,243.75
10,"TE","health","hiCal",1,1214,NA,346
10,"TE","health","hiCal",3,2488,NA,984
10,"TE","health","hiCal",1,1817,NA,545
10,"TE","health","loCal",6,1148,NA,32
10,"TE","health","loCal",6,1632,NA,64.5
10,"TE","health","loCal",5,748,NA,94
10,"TE","health","loCal",5,1751,NA,9.3
10,"TE","health","loCal",6,1924,NA,24.6
10,"TE","health","loCal",6,476,NA,85
10,"TE","health","loCal",6,1535,NA,74.4
10,"TE","health","loCal",6,584,NA,288
10,"TE","health","loCal",6,1972,NA,33
10,"TE","health","loCal",6,1750,NA,37.8
10,"TE","health","loCal",6,721,NA,128
10,"TE","health","loCal",6,2010,NA,542.5
10,"TE","health","hiCal",3,2389,NA,428
10,"TE","health","hiCal",3,2405,NA,198.9
10,"TE","health","hiCal",4,2768,NA,300.256
10,"TE","health","loCal",6,1300,NA,104
10,"TE","health","hiCal",5,2568,NA,320.58
10,"TE","health","loCal",6,511,NA,165
10,"TE","health","hiCal",6,1949,NA,11830
10,"TE","health","loCal",6,994,NA,28.4
10,"TE","health","loCal",6,1004,NA,36
10,"TE","health","loCal",6,2380,NA,12
10,"TE","health","loCal",6,1783,NA,109.2
10,"TE","health","loCal",5,2400,NA,34
10,"TE","health","loCal",6,1931,NA,13.6
10,"TE","health","hiCal",2,2038,NA,1192.626
10,"TE","health","hiCal",1,1408,NA,400
11,"TE","calories","hiCal",NA,5873,-386.5,466.5
11,"TE","calories","hiCal",NA,3951,-237.5,347.5
11,"TE","calories","hiCal",NA,5186,-2984,3024
11,"TE","calories","hiCal",NA,3469,-569,649
11,"TE","calories","hiCal",NA,5938,-819.975,909.975
11,"TE","calories","hiCal",NA,3389,-143.75,243.75
11,"TE","calories","hiCal",NA,2971,-246,346
11,"TE","calories","loCal",NA,6647,-84,94
11,"TE","calories","loCal",NA,4229,10.7,9.3
11,"TE","calories","loCal",NA,3260,-65,85
11,"TE","calories","loCal",NA,2992,-64.4,74.4
11,"TE","calories","loCal",NA,5743,-23,33
11,"TE","calories","loCal",NA,3493,-17.8,37.8
11,"TE","calories","loCal",NA,3824,-108,128
11,"TE","calories","loCal",NA,3243,-512.5,542.5
11,"TE","calories","hiCal",NA,9348,-250.256,300.256
11,"TE","calories","loCal",NA,3265,-84,104
11,"TE","calories","loCal",NA,7198,-9,34
11,"TE","calories","hiCal",NA,2992,-1092.626,1192.626
11,"TE","calories","hiCal",NA,5123,-320,400
11,"TE","health","hiCal",2,3175,NA,466.5
11,"TE","health","hiCal",3,3433,NA,347.5
11,"TE","health","hiCal",3,2601,NA,3024
11,"TE","health","hiCal",2,1784,NA,2570.4
11,"TE","health","hiCal",2,2753,NA,2872
11,"TE","health","hiCal",1,2492,NA,649
11,"TE","health","hiCal",2,2422,NA,3328
11,"TE","health","hiCal",1,1663,NA,909.975
11,"TE","health","hiCal",2,1964,NA,314.4
11,"TE","health","hiCal",2,1516,NA,243.75
11,"TE","health","hiCal",2,2008,NA,346
11,"TE","health","hiCal",3,2997,NA,984
11,"TE","health","hiCal",2,2410,NA,545
11,"TE","health","loCal",6,2054,NA,32
11,"TE","health","loCal",5,3455,NA,64.5
11,"TE","health","loCal",6,2312,NA,94
11,"TE","health","loCal",5,2173,NA,9.3
11,"TE","health","loCal",6,1647,NA,24.6
11,"TE","health","loCal",6,2537,NA,85
11,"TE","health","loCal",5,2542,NA,74.4
11,"TE","health","loCal",5,3154,NA,288
11,"TE","health","loCal",4,2022,NA,33
11,"TE","health","loCal",5,1310,NA,37.8
11,"TE","health","loCal",6,1435,NA,128
11,"TE","health","loCal",5,1680,NA,542.5
11,"TE","health","hiCal",4,2617,NA,428
11,"TE","health","hiCal",1,3166,NA,198.9
11,"TE","health","hiCal",3,3315,NA,300.256
11,"TE","health","loCal",6,2918,NA,104
11,"TE","health","hiCal",2,2381,NA,320.58
11,"TE","health","loCal",5,2775,NA,165
11,"TE","health","hiCal",2,2563,NA,11830
11,"TE","health","loCal",6,1716,NA,28.4
11,"TE","health","loCal",5,2294,NA,36
11,"TE","health","loCal",5,4047,NA,12
11,"TE","health","loCal",5,3644,NA,109.2
11,"TE","health","loCal",4,1749,NA,34
11,"TE","health","loCal",5,2945,NA,13.6
11,"TE","health","hiCal",2,2339,NA,1192.626
11,"TE","health","hiCal",3,3947,NA,400
12,"DE","calories","hiCal",NA,15000,-266.5,466.5
12,"DE","calories","hiCal",NA,15000,102.5,347.5
12,"DE","calories","hiCal",NA,15000,-2624,3024
12,"DE","calories","hiCal",NA,15000,-249,649
12,"DE","calories","hiCal",NA,15000,-459.975,909.975
12,"DE","calories","hiCal",NA,15000,156.25,243.75
12,"DE","calories","hiCal",NA,15000,79,346
12,"DE","calories","loCal",NA,15000,-14,94
12,"DE","calories","loCal",NA,15000,55.7,9.3
12,"DE","calories","loCal",NA,15000,-35,85
12,"DE","calories","loCal",NA,15000,25.6,74.4
12,"DE","calories","loCal",NA,15000,17,33
12,"DE","calories","loCal",NA,15000,32.2,37.8
12,"DE","calories","loCal",NA,15000,-68,128
12,"DE","calories","loCal",NA,15000,-492.5,542.5
12,"DE","calories","hiCal",NA,15000,249.744,300.256
12,"DE","calories","loCal",NA,15000,-29,104
12,"DE","calories","loCal",NA,15000,26,34
12,"DE","calories","hiCal",NA,15000,-517.626,1192.626
12,"DE","calories","hiCal",NA,15000,-75,400
12,"DE","health","hiCal",1,825,NA,466.5
12,"DE","health","hiCal",2,1219,NA,347.5
12,"DE","health","hiCal",1,732,NA,3024
12,"DE","health","hiCal",1,957,NA,2570.4
12,"DE","health","hiCal",1,787,NA,2872
12,"DE","health","hiCal",1,875,NA,649
12,"DE","health","hiCal",1,880,NA,3328
12,"DE","health","hiCal",1,1598,NA,909.975
12,"DE","health","hiCal",2,1507,NA,314.4
12,"DE","health","hiCal",2,1373,NA,243.75
12,"DE","health","hiCal",1,1027,NA,346
12,"DE","health","hiCal",1,1550,NA,984
